Gender,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,InternetService,OnlineSecurity,TechSupport,StreamingTV,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Male,0,No,No,54,Yes,Fiber optic,Yes,Yes,No,One year,Yes,Mailed check,103.16,5552.45,0
Male,0,Yes,No,4,Yes,Fiber optic,Yes,No,Yes,One year,No,Credit card,59.77,201.83,1
Male,0,No,Yes,9,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,80.96,680.99,1
Female,0,Yes,Yes,53,Yes,DSL,No,No,Yes,Month-to-month,No,Mailed check,109.8,5841.88,0
Female,0,Yes,Yes,60,Yes,DSL,No,No,Yes,Month-to-month,Yes,Bank transfer,98.55,5968.63,1
Male,0,Yes,No,46,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer,37.78,1685.49,0
Male,0,No,No,54,Yes,No,No,No,No,Month-to-month,No,Mailed check,92.81,4976.98,0
Male,0,No,No,37,Yes,Fiber optic,No,Yes,Yes,Two year,No,Bank transfer,69.19,2572.85,0
Male,1,Yes,Yes,23,Yes,DSL,Yes,No,Yes,Month-to-month,No,Bank transfer,94.09,2108.34,0
Female,1,No,No,27,Yes,DSL,Yes,No,No,One year,No,Credit card,68.44,1860.09,0
Female,0,No,Yes,70,Yes,Fiber optic,No,Yes,No,One year,No,Credit card,31.05,2160.02,1
Male,0,No,No,66,Yes,Fiber optic,Yes,No,Yes,Month-to-month,No,Credit card,76.13,4942.68,1
Male,0,No,No,61,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,68.2,4183.78,0
Female,0,No,Yes,51,Yes,No,No,No,Yes,Month-to-month,No,Credit card,70.83,3584.28,0
Female,0,No,No,50,Yes,No,No,No,No,One year,Yes,Credit card,107.65,5433.75,0
Male,1,No,Yes,19,Yes,Fiber optic,Yes,Yes,Yes,Two year,Yes,Credit card,109.27,2066.36,0
Male,0,Yes,No,1,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,64.26,28.69,0
Male,1,Yes,No,40,Yes,Fiber optic,No,No,Yes,Two year,Yes,Bank transfer,64.48,2577.54,1
Female,0,Yes,No,32,Yes,DSL,No,No,No,Month-to-month,No,Mailed check,70.55,2319.7,1
Female,0,No,Yes,22,Yes,DSL,Yes,No,No,One year,Yes,Credit card,71.0,1654.09,0
Female,0,No,Yes,66,Yes,Fiber optic,No,No,No,One year,Yes,Electronic check,114.94,7615.69,0
Male,1,Yes,No,40,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,84.24,3340.15,0
Male,0,No,Yes,38,Yes,DSL,No,No,Yes,Month-to-month,No,Credit card,46.3,1761.03,0
Female,0,Yes,No,48,No,DSL,No,Yes,No,Month-to-month,Yes,Electronic check,72.22,3461.64,0
Female,0,Yes,No,55,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,81.98,4501.39,0
Male,0,No,Yes,55,No,DSL,No,No,No,One year,No,Electronic check,83.26,4566.58,0
Female,0,Yes,Yes,51,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer,77.7,3914.43,1
Female,0,Yes,No,60,Yes,DSL,Yes,No,No,One year,Yes,Electronic check,36.13,2216.58,0
Male,0,No,No,8,No,DSL,No,No,No,Month-to-month,Yes,Credit card,21.43,214.48,0
Female,0,No,No,68,Yes,No,Yes,No,No,Two year,Yes,Mailed check,52.46,3568.44,0
Male,0,Yes,No,9,Yes,DSL,Yes,No,Yes,Two year,Yes,Mailed check,61.61,617.43,0
Male,0,No,No,2,Yes,Fiber optic,No,No,Yes,One year,Yes,Credit card,24.3,78.15,0
Male,0,No,Yes,70,Yes,DSL,No,No,No,Month-to-month,Yes,Bank transfer,101.13,7023.28,0
Male,0,Yes,No,59,Yes,DSL,No,No,No,Month-to-month,No,Bank transfer,53.1,3115.18,0
Male,0,Yes,No,19,Yes,DSL,No,No,No,Two year,Yes,Electronic check,111.19,2186.63,0
Male,0,No,Yes,28,Yes,DSL,No,No,No,Month-to-month,No,Credit card,33.75,926.97,1
Male,1,Yes,Yes,14,Yes,DSL,No,No,No,Month-to-month,Yes,Electronic check,23.81,298.67,0
Female,0,No,Yes,24,Yes,Fiber optic,No,No,No,Month-to-month,No,Electronic check,67.2,1648.92,1
Male,0,No,Yes,44,Yes,Fiber optic,Yes,No,No,One year,No,Credit card,37.29,1626.75,0
Male,0,No,No,56,Yes,Fiber optic,No,No,No,One year,Yes,Bank transfer,113.61,6390.2,0
Female,0,Yes,No,51,Yes,Fiber optic,No,Yes,No,One year,No,Bank transfer,19.05,969.74,0
Female,0,No,Yes,32,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,60.09,1883.05,0
Female,0,Yes,No,50,Yes,No,Yes,No,No,Month-to-month,No,Credit card,112.53,5591.84,0
Male,0,Yes,No,41,Yes,Fiber optic,Yes,No,No,Two year,No,Electronic check,57.21,2261.32,1
Female,0,Yes,No,66,Yes,No,No,No,No,Month-to-month,Yes,Credit card,27.5,1759.74,0
Male,0,Yes,No,25,Yes,DSL,No,No,No,Month-to-month,Yes,Electronic check,48.9,1253.92,1
Male,0,No,Yes,61,Yes,Fiber optic,No,Yes,No,One year,Yes,Mailed check,68.8,4257.09,0
Male,0,Yes,No,66,No,Fiber optic,No,No,Yes,Month-to-month,Yes,Mailed check,36.89,2404.22,1
Male,0,Yes,No,42,Yes,Fiber optic,No,Yes,Yes,Month-to-month,Yes,Mailed check,65.59,2686.03,0
Female,0,No,Yes,65,Yes,Fiber optic,No,No,No,Month-to-month,No,Mailed check,103.31,6772.04,0
Female,0,Yes,Yes,36,Yes,Fiber optic,No,No,No,Month-to-month,Yes,Electronic check,107.01,3910.73,0
Male,1,No,Yes,9,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer,23.02,243.33,0
Male,0,Yes,Yes,36,Yes,No,No,No,No,Two year,No,Electronic check,34.41,1166.21,0
Male,0,No,No,38,Yes,Fiber optic,No,No,Yes,Month-to-month,Yes,Mailed check,46.08,1776.8,1
Female,0,No,No,33,Yes,Fiber optic,No,Yes,Yes,Month-to-month,Yes,Bank transfer,78.68,2624.02,1
Male,0,Yes,No,42,Yes,DSL,No,Yes,No,One year,Yes,Credit card,54.82,2347.47,0
Male,0,Yes,No,61,Yes,DSL,No,No,No,Two year,No,Electronic check,104.09,6357.04,0
Female,0,Yes,No,46,Yes,Fiber optic,No,No,Yes,Month-to-month,No,Credit card,91.1,4153.09,1
Female,0,No,No,61,Yes,Fiber optic,No,No,No,Two year,Yes,Mailed check,28.25,1703.02,0
Male,0,Yes,No,18,Yes,DSL,No,Yes,Yes,One year,No,Credit card,81.7,1529.45,0
Female,0,Yes,Yes,70,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer,29.53,2086.08,0
Female,0,Yes,No,15,Yes,Fiber optic,No,Yes,Yes,Month-to-month,Yes,Bank transfer,44.01,594.75,0
Male,0,Yes,No,48,Yes,Fiber optic,Yes,Yes,Yes,Month-to-month,No,Bank transfer,36.14,1820.04,0
Female,1,No,Yes,13,Yes,DSL,Yes,No,No,One year,No,Electronic check,35.65,521.23,0
Male,0,No,No,43,Yes,DSL,No,Yes,No,Month-to-month,Yes,Credit card,80.87,3560.53,0
Female,0,Yes,No,60,Yes,No,No,No,Yes,Month-to-month,No,Credit card,75.49,4586.12,1
Male,1,Yes,No,57,Yes,Fiber optic,No,Yes,No,One year,Yes,Credit card,35.95,2002.73,1
Male,0,No,No,71,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,119.0,8465.5,0
Male,0,No,No,17,Yes,No,No,No,No,Two year,Yes,Electronic check,61.03,1067.68,0
Female,0,Yes,No,50,Yes,Fiber optic,Yes,Yes,Yes,Two year,No,Electronic check,27.9,1327.78,0
Male,0,Yes,No,32,Yes,DSL,Yes,No,No,Month-to-month,No,Credit card,30.3,910.98,0
Female,0,Yes,No,22,Yes,No,No,No,No,Two year,Yes,Electronic check,77.56,1743.49,0
Male,0,No,No,55,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card,117.87,6523.98,1
Male,0,Yes,No,57,Yes,Fiber optic,No,No,No,Month-to-month,Yes,Credit card,76.34,4469.79,1
Female,1,No,No,13,Yes,No,No,No,No,Month-to-month,No,Credit card,114.8,1479.38,1
Male,0,No,No,47,Yes,No,No,No,No,One year,Yes,Bank transfer,63.3,2890.95,0
Male,0,No,No,62,Yes,Fiber optic,No,No,Yes,One year,No,Mailed check,62.46,3864.96,0
Female,0,Yes,Yes,54,Yes,Fiber optic,No,No,No,Month-to-month,No,Electronic check,69.0,3768.17,0
Male,0,Yes,Yes,29,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,89.14,2566.86,0
Male,0,Yes,Yes,22,Yes,Fiber optic,No,No,No,Month-to-month,Yes,Bank transfer,55.5,1226.09,0
Male,1,Yes,No,65,Yes,DSL,No,Yes,No,Two year,Yes,Electronic check,106.12,6865.7,0
Male,0,No,Yes,29,Yes,DSL,Yes,No,Yes,Two year,Yes,Credit card,20.99,668.36,0
Female,0,No,Yes,48,Yes,DSL,Yes,No,No,One year,No,Mailed check,62.86,3054.51,0
Female,0,No,No,5,Yes,DSL,Yes,Yes,No,One year,No,Bank transfer,70.12,309.6,0
Male,1,No,No,35,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,79.92,2771.1,1
Female,0,Yes,No,71,Yes,DSL,No,No,No,Month-to-month,Yes,Electronic check,46.16,3243.39,0
Male,0,Yes,Yes,46,Yes,DSL,No,No,No,Month-to-month,No,Mailed check,61.6,2740.62,1
Female,0,Yes,No,35,No,DSL,No,No,No,One year,Yes,Mailed check,67.42,2321.6,0
Male,1,No,No,45,Yes,Fiber optic,No,No,Yes,Month-to-month,Yes,Electronic check,88.06,3874.06,1
Male,1,No,No,13,Yes,Fiber optic,No,No,No,Month-to-month,No,Electronic check,96.9,1306.38,1
Male,1,No,No,10,Yes,DSL,No,No,Yes,Two year,Yes,Bank transfer,93.26,983.24,0
Male,0,Yes,No,66,Yes,DSL,No,No,No,Two year,No,Credit card,52.84,3472.5,0
Male,0,Yes,Yes,70,Yes,DSL,No,Yes,No,Month-to-month,No,Credit card,119.94,8406.03,0
Male,0,No,Yes,25,Yes,Fiber optic,No,Yes,No,One year,No,Bank transfer,104.56,2667.55,1
Female,1,Yes,Yes,44,Yes,DSL,No,No,Yes,Two year,Yes,Electronic check,44.52,1998.07,0
Male,0,No,No,60,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,37.9,2374.23,0
Female,0,No,No,47,Yes,Fiber optic,Yes,No,No,Month-to-month,Yes,Mailed check,50.03,2364.38,0
Male,0,No,No,40,Yes,DSL,No,No,Yes,Month-to-month,Yes,Electronic check,64.14,2638.23,1
Female,0,Yes,Yes,7,Yes,Fiber optic,No,Yes,No,Month-to-month,No,Bank transfer,104.78,738.22,1
Female,0,Yes,No,46,Yes,DSL,No,Yes,No,Two year,No,Electronic check,97.39,4473.97,0
Female,1,Yes,No,23,Yes,Fiber optic,No,No,No,Month-to-month,Yes,Mailed check,104.83,2445.02,0
Male,1,Yes,No,46,No,DSL,No,Yes,Yes,Month-to-month,No,Electronic check,45.74,2131.65,0
Male,0,Yes,No,13,Yes,Fiber optic,Yes,No,Yes,Month-to-month,No,Electronic check,78.53,990.49,0
Female,0,No,Yes,21,Yes,Fiber optic,No,No,No,Month-to-month,Yes,Bank transfer,46.89,943.49,1
Male,0,No,No,1,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card,29.12,32.86,1
Female,0,Yes,No,19,Yes,DSL,No,Yes,Yes,One year,Yes,Mailed check,87.79,1573.51,0
Male,0,Yes,Yes,60,Yes,DSL,Yes,No,No,Month-to-month,No,Mailed check,32.59,1940.02,0
Female,0,Yes,Yes,33,Yes,Fiber optic,No,No,Yes,One year,Yes,Electronic check,86.11,2792.51,1
Female,0,Yes,No,4,Yes,No,No,No,No,One year,No,Mailed check,84.09,307.54,0
Male,1,No,No,3,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,100.65,263.01,1
Female,0,Yes,No,52,Yes,DSL,Yes,No,No,One year,No,Credit card,32.23,1714.36,0
Male,0,Yes,Yes,28,Yes,DSL,No,No,No,One year,Yes,Mailed check,97.91,2763.81,0
Female,0,Yes,No,70,Yes,Fiber optic,No,Yes,Yes,Month-to-month,No,Mailed check,119.93,8397.75,1
Female,0,No,No,70,Yes,DSL,No,No,No,Month-to-month,No,Bank transfer,104.81,7317.53,0
Male,0,No,No,55,Yes,Fiber optic,No,Yes,No,One year,Yes,Bank transfer,94.68,5259.13,0
Male,0,Yes,No,57,Yes,DSL,No,Yes,No,Two year,No,Bank transfer,85.54,4920.81,0
Male,0,No,Yes,16,Yes,Fiber optic,Yes,No,No,Month-to-month,No,Bank transfer,61.02,970.76,0
Female,1,No,No,24,Yes,No,No,No,No,Month-to-month,No,Bank transfer,92.51,2287.98,1
Male,0,No,No,69,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card,91.87,6329.55,0
Female,0,Yes,No,41,Yes,Fiber optic,No,No,No,Month-to-month,Yes,Mailed check,82.41,3389.05,1
Female,0,No,No,47,Yes,Fiber optic,No,No,Yes,One year,No,Electronic check,99.22,4634.63,0
Male,0,No,No,69,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card,63.77,4380.47,0
Male,0,No,No,31,Yes,DSL,Yes,No,No,Month-to-month,Yes,Electronic check,30.37,910.12,0
Female,0,No,No,30,Yes,Fiber optic,No,Yes,No,Month-to-month,No,Bank transfer,75.02,2284.98,0
Female,0,No,No,18,Yes,Fiber optic,Yes,No,No,Month-to-month,Yes,Mailed check,45.03,829.35,1
Male,1,Yes,No,44,Yes,DSL,Yes,Yes,Yes,Month-to-month,No,Bank transfer,57.21,2464.6,0
Male,0,No,No,27,Yes,Fiber optic,Yes,No,Yes,Month-to-month,Yes,Credit card,19.78,562.38,1
Male,0,No,No,26,Yes,DSL,No,Yes,Yes,Month-to-month,Yes,Electronic check,57.04,1572.69,0
Male,0,No,No,60,Yes,Fiber optic,No,No,Yes,Two year,Yes,Mailed check,100.5,5997.0,0
Male,0,Yes,Yes,18,Yes,DSL,No,No,Yes,Two year,Yes,Credit card,73.36,1284.62,0
Female,0,No,No,56,Yes,DSL,Yes,No,No,Month-to-month,Yes,Credit card,19.0,1064.4,1
Female,0,No,Yes,31,Yes,DSL,No,No,No,Month-to-month,Yes,Mailed check,65.92,2112.43,0
Female,0,Yes,No,59,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,47.73,2794.15,0
Female,0,No,No,2,Yes,Fiber optic,Yes,No,Yes,Month-to-month,Yes,Credit card,66.71,225.51,1
Male,0,No,No,39,Yes,Fiber optic,Yes,Yes,No,Month-to-month,No,Electronic check,59.28,2259.07,0
Male,0,No,No,61,Yes,Fiber optic,No,No,No,Month-to-month,Yes,Electronic check,113.06,6906.06,1
Male,0,Yes,No,63,No,Fiber optic,No,Yes,No,One year,Yes,Credit card,22.2,1313.54,0
Female,0,Yes,No,18,Yes,DSL,No,No,Yes,Month-to-month,No,Credit card,87.73,1532.33,1
Female,0,No,Yes,17,Yes,Fiber optic,No,No,Yes,Month-to-month,No,Bank transfer,104.8,1770.93,0
Male,0,Yes,No,39,Yes,DSL,Yes,No,No,One year,No,Bank transfer,115.84,4531.27,0
Male,0,No,Yes,71,Yes,DSL,Yes,Yes,No,One year,Yes,Electronic check,36.12,2626.56,0
Female,0,No,No,54,Yes,Fiber optic,No,No,No,Month-to-month,No,Bank transfer,72.19,3863.29,1
Female,1,No,No,35,Yes,DSL,No,No,No,Month-to-month,No,Electronic check,22.45,806.78,1
Male,0,Yes,No,11,Yes,DSL,No,No,Yes,Month-to-month,Yes,Mailed check,68.92,691.16,0
Male,0,No,Yes,61,Yes,Fiber optic,No,No,No,Month-to-month,No,Bank transfer,30.8,1929.29,0
Female,0,Yes,Yes,44,Yes,Fiber optic,No,No,No,Month-to-month,Yes,Electronic check,103.47,4618.2,1
Male,0,Yes,No,68,Yes,Fiber optic,Yes,No,No,Month-to-month,Yes,Electronic check,29.61,2065.36,0
Male,1,Yes,No,25,Yes,Fiber optic,No,Yes,No,Month-to-month,Yes,Credit card,70.36,1810.8,1
Male,1,Yes,No,48,Yes,Fiber optic,No,No,No,One year,No,Electronic check,71.15,3410.63,0
Female,0,No,No,32,Yes,Fiber optic,Yes,No,Yes,One year,Yes,Bank transfer,117.11,3761.36,0
Female,0,No,No,4,Yes,DSL,No,No,Yes,Month-to-month,Yes,Credit card,84.81,334.39,1
Female,0,Yes,Yes,38,Yes,DSL,Yes,No,No,Month-to-month,Yes,Credit card,47.36,1797.4,0
Female,1,No,No,63,Yes,Fiber optic,Yes,No,Yes,Month-to-month,Yes,Bank transfer,42.56,2644.1,1
Female,0,Yes,No,47,Yes,DSL,No,No,No,Month-to-month,Yes,Mailed check,31.08,1474.84,1
Female,0,No,Yes,1,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer,95.16,116.05,1
Female,0,No,No,3,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer,88.46,314.64,0
Male,0,No,Yes,62,Yes,DSL,No,No,Yes,One year,No,Credit card,80.21,4992.63,0
Male,0,Yes,No,64,Yes,DSL,No,No,No,Two year,Yes,Bank transfer,22.17,1462.93,0
Male,0,No,Yes,17,Yes,DSL,No,Yes,Yes,One year,Yes,Mailed check,95.81,1591.56,0
Male,0,Yes,No,62,Yes,DSL,No,Yes,Yes,Two year,Yes,Mailed check,83.47,5246.31,0
Male,0,No,Yes,35,No,DSL,Yes,Yes,Yes,One year,Yes,Mailed check,116.32,4059.14,0
Male,0,Yes,No,13,Yes,Fiber optic,Yes,No,No,Two year,Yes,Credit card,77.89,910.13,1
Male,0,No,No,35,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer,49.0,1695.53,0
Female,0,No,No,43,Yes,Fiber optic,Yes,No,No,Month-to-month,No,Electronic check,56.92,2476.39,1
Female,0,No,No,2,Yes,DSL,Yes,No,No,One year,Yes,Bank transfer,35.94,75.99,0
Male,0,Yes,No,56,Yes,Fiber optic,Yes,No,Yes,Two year,Yes,Mailed check,91.74,5040.34,0
Male,0,No,Yes,51,Yes,Fiber optic,No,No,Yes,Month-to-month,Yes,Bank transfer,90.19,4610.45,0
Female,0,Yes,No,54,Yes,No,No,No,No,Month-to-month,No,Credit card,38.47,2083.72,0
Male,0,No,Yes,16,No,No,No,Yes,No,Month-to-month,No,Bank transfer,34.17,498.15,0
Male,0,Yes,No,18,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card,25.85,493.53,0
Female,0,Yes,No,7,Yes,Fiber optic,No,Yes,Yes,Month-to-month,Yes,Electronic check,111.02,770.45,1
Male,0,No,No,45,No,Fiber optic,Yes,Yes,No,One year,No,Electronic check,41.77,1782.1,0
Female,0,Yes,No,36,Yes,DSL,No,No,No,Two year,Yes,Credit card,53.1,1946.35,1
Male,0,Yes,Yes,41,No,Fiber optic,Yes,No,Yes,Two year,Yes,Bank transfer,46.61,1919.75,0
Female,0,Yes,Yes,42,No,DSL,No,Yes,No,Month-to-month,Yes,Mailed check,60.19,2603.66,0
Female,0,Yes,Yes,7,Yes,Fiber optic,No,Yes,Yes,Month-to-month,No,Credit card,90.83,592.56,0
Female,0,No,No,15,Yes,Fiber optic,No,Yes,Yes,Month-to-month,No,Bank transfer,106.8,1590.35,1
Male,0,No,Yes,60,Yes,DSL,Yes,No,Yes,Month-to-month,No,Bank transfer,36.63,2251.1,0
Female,0,Yes,Yes,40,Yes,DSL,No,No,No,Month-to-month,No,Bank transfer,88.01,3474.62,0
Male,0,Yes,No,37,No,DSL,No,No,No,One year,Yes,Mailed check,53.96,2048.06,1
Male,0,Yes,No,66,Yes,DSL,Yes,Yes,No,Month-to-month,Yes,Mailed check,118.01,7841.5,0
Male,0,Yes,No,55,Yes,DSL,No,No,No,Two year,Yes,Mailed check,48.49,2682.64,0
Male,0,No,No,56,Yes,DSL,No,Yes,No,Two year,No,Credit card,18.73,1040.62,0
Female,0,No,Yes,44,Yes,DSL,No,Yes,Yes,Month-to-month,No,Credit card,70.6,3074.04,1
Female,0,Yes,No,57,Yes,DSL,No,No,Yes,Two year,Yes,Mailed check,33.37,1866.04,0
Male,0,Yes,No,6,Yes,No,No,No,No,One year,Yes,Credit card,22.54,150.78,0
Male,0,Yes,Yes,32,Yes,DSL,No,No,No,Month-to-month,Yes,Mailed check,89.22,2711.17,1
Female,0,No,Yes,18,Yes,DSL,No,No,No,Month-to-month,No,Credit card,92.69,1640.57,0
Male,0,No,No,68,No,Fiber optic,No,No,Yes,Month-to-month,Yes,Bank transfer,64.99,4384.57,1
Female,0,Yes,No,7,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,87.04,559.88,0
Male,1,Yes,Yes,8,Yes,Fiber optic,No,No,No,One year,Yes,Credit card,72.9,592.49,1
Male,1,No,No,64,Yes,DSL,No,Yes,Yes,Month-to-month,Yes,Bank transfer,82.24,5189.87,0
Female,0,No,No,7,Yes,Fiber optic,Yes,No,No,One year,No,Bank transfer,78.86,612.16,0
Male,0,Yes,No,41,Yes,Fiber optic,No,Yes,No,Month-to-month,No,Credit card,85.91,3567.99,1
Female,0,Yes,No,40,No,Fiber optic,Yes,No,Yes,Month-to-month,No,Bank transfer,38.36,1602.38,0
Male,0,Yes,No,3,Yes,Fiber optic,Yes,No,Yes,One year,No,Electronic check,45.41,109.87,1
Male,0,No,No,17,Yes,No,Yes,No,Yes,One year,Yes,Mailed check,62.88,1079.35,0
Male,0,Yes,No,66,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,63.51,4232.82,0
Female,0,Yes,No,52,Yes,Fiber optic,Yes,No,No,Month-to-month,Yes,Bank transfer,96.99,5036.94,1
Male,0,No,No,22,Yes,Fiber optic,No,No,Yes,Two year,No,Credit card,55.47,1192.01,0
Male,0,Yes,No,4,Yes,Fiber optic,No,No,Yes,One year,Yes,Electronic check,34.58,144.3,0
Male,0,No,No,6,Yes,No,Yes,No,No,Month-to-month,No,Credit card,43.65,251.65,0
Male,0,Yes,No,38,Yes,DSL,Yes,No,No,Month-to-month,Yes,Mailed check,39.9,1462.67,0
Female,0,Yes,Yes,26,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer,92.63,2289.36,0
Female,0,No,No,11,Yes,DSL,No,No,No,Month-to-month,No,Electronic check,65.97,679.49,1
Male,0,Yes,No,17,Yes,Fiber optic,No,Yes,No,One year,No,Bank transfer,90.28,1416.78,0
Female,0,No,No,31,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,60.45,1830.45,0
Male,0,No,Yes,35,No,DSL,No,No,No,One year,Yes,Bank transfer,108.75,3877.2,1
Male,0,Yes,No,16,Yes,Fiber optic,No,No,No,Month-to-month,No,Credit card,118.32,1800.69,1
Male,0,No,No,18,Yes,DSL,No,Yes,Yes,Two year,No,Mailed check,86.32,1576.2,0
Female,0,Yes,Yes,62,No,Fiber optic,No,Yes,No,Month-to-month,Yes,Bank transfer,106.11,6639.95,0
Female,1,No,No,27,Yes,DSL,No,No,No,Two year,No,Bank transfer,69.81,1806.24,0
Female,0,Yes,Yes,35,Yes,Fiber optic,Yes,Yes,No,Month-to-month,Yes,Electronic check,113.33,4056.27,0
Female,0,No,Yes,45,Yes,Fiber optic,No,No,Yes,Month-to-month,Yes,Credit card,102.82,4623.08,0
Female,1,Yes,No,35,Yes,No,No,No,Yes,One year,No,Credit card,119.16,4238.51,0
Female,1,Yes,No,28,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,81.56,2297.22,1
Female,0,No,No,9,Yes,DSL,Yes,Yes,No,One year,Yes,Credit card,97.48,854.29,0
Female,0,No,Yes,15,Yes,Fiber optic,No,Yes,Yes,One year,Yes,Mailed check,73.37,955.18,0
Female,0,Yes,No,21,Yes,DSL,Yes,No,No,Month-to-month,Yes,Bank transfer,44.43,877.29,0
Male,0,Yes,Yes,52,No,DSL,No,No,Yes,One year,Yes,Electronic check,54.19,2851.87,0
Female,0,No,Yes,35,Yes,DSL,Yes,Yes,Yes,Month-to-month,Yes,Credit card,109.19,3898.51,0
Female,0,No,Yes,51,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,23.71,1138.98,0
Female,0,Yes,No,55,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,78.33,4305.17,0
Female,0,Yes,No,44,Yes,DSL,No,No,Yes,Two year,Yes,Credit card,55.99,2441.26,0
Female,0,Yes,No,65,Yes,DSL,Yes,No,Yes,Month-to-month,Yes,Credit card,57.44,3754.49,0
Female,0,No,No,25,No,DSL,No,No,No,Month-to-month,No,Electronic check,108.23,2710.17,1
Female,0,Yes,Yes,47,Yes,Fiber optic,Yes,No,Yes,Month-to-month,Yes,Credit card,105.09,4920.65,1
Female,0,Yes,No,56,Yes,Fiber optic,Yes,No,No,One year,Yes,Electronic check,79.08,4460.44,0
Female,0,No,No,38,Yes,DSL,No,No,No,Two year,No,Bank transfer,45.84,1707.34,0
Female,0,Yes,No,11,Yes,Fiber optic,No,Yes,No,Month-to-month,No,Mailed check,66.5,732.06,1
Female,0,No,Yes,67,Yes,DSL,Yes,Yes,Yes,Two year,No,Electronic check,59.65,4035.06,0
Male,0,Yes,No,15,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,54.07,774.73,1
Male,1,Yes,No,1,Yes,Fiber optic,Yes,No,Yes,Month-to-month,No,Bank transfer,28.48,10.53,1
Female,0,Yes,No,7,Yes,Fiber optic,No,No,No,Two year,Yes,Credit card,73.4,485.9,1
Female,0,No,No,1,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,48.79,71.4,1
Male,0,Yes,Yes,49,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card,85.4,4202.08,1
Female,0,No,No,29,Yes,DSL,Yes,Yes,No,One year,Yes,Mailed check,50.56,1440.33,0
Male,0,No,Yes,26,Yes,DSL,No,No,Yes,Month-to-month,Yes,Electronic check,61.98,1628.52,0
Male,1,No,No,45,Yes,No,Yes,No,Yes,Month-to-month,No,Bank transfer,23.34,909.7,0
Male,0,Yes,No,71,Yes,DSL,Yes,Yes,Yes,Two year,No,Bank transfer,119.24,8507.8,0
Male,0,Yes,Yes,12,Yes,DSL,No,Yes,No,One year,Yes,Credit card,69.78,882.15,0
Male,0,Yes,No,32,Yes,Fiber optic,No,No,Yes,Two year,Yes,Bank transfer,20.47,629.72,0
Female,0,Yes,No,20,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer,73.21,1428.93,0
Male,0,Yes,Yes,51,Yes,Fiber optic,No,No,Yes,Month-to-month,Yes,Credit card,106.78,5442.9,0
Female,0,No,No,36,No,No,No,Yes,No,Two year,No,Credit card,96.8,3439.3,0
Female,0,Yes,Yes,67,Yes,Fiber optic,No,No,No,Month-to-month,No,Electronic check,89.49,5958.1,1
Male,0,Yes,No,1,Yes,DSL,No,No,Yes,Month-to-month,No,Electronic check,32.23,47.62,1
Male,0,Yes,No,27,Yes,Fiber optic,No,No,Yes,Month-to-month,No,Credit card,85.09,2337.88,0
Female,1,No,No,40,Yes,Fiber optic,No,No,No,Month-to-month,Yes,Mailed check,96.16,3862.29,0
Male,0,Yes,No,14,Yes,DSL,No,No,No,Month-to-month,Yes,Mailed check,76.39,1213.78,1
Male,0,No,No,69,Yes,DSL,No,No,No,Two year,Yes,Electronic check,109.06,7587.57,0
Female,0,Yes,No,6,Yes,DSL,Yes,No,No,Two year,Yes,Electronic check,46.25,314.27,1
Female,0,No,Yes,33,No,Fiber optic,No,No,Yes,One year,No,Credit card,42.7,1444.06,0
Male,1,No,No,55,Yes,No,Yes,No,No,One year,Yes,Mailed check,106.7,5872.84,0
